Coef,Odds Ratio,CI Lower,CI Upper
-4.331078081782251,0.013153359446323705,2.036858574928114e-07,849.4004780390751
0.9527389892048536,2.5928015980978008,0.3070824140555307,21.891908554173465
-3.119914369899618,0.04416094976435338,0.002577872625681978,0.7565111885905609
-1.883828016187584,0.15200710494218617,0.010151960067742893,2.276029436554122
-0.08674303135502408,0.9169126831723066,0.049371043715548395,17.02878459297121
-2.4441441438118727,0.08680039177302785,0.009302661209938692,0.8099088897165991
-2.1276603755170873,0.11911565399671921,0.008720888990857538,1.626960169076862
-1.173673693639218,0.3092288400052014,0.07630241196555083,1.25320383756852
1.1849948396198182,3.270669943522046,0.32046022866903956,33.380996836603686
2.24827228864105,9.47135791961372,0.8182968396385311,109.62601405262171
-0.9964669176545434,0.36918148829573694,0.05972639102115861,2.2819890666417737
1.1207190300340144,3.0670587179762,0.50953780259806,18.461533435889628
1.2214359515122803,3.3920550647592074,0.2215306226424503,51.9388129059218
-1.926091047668406,0.14571668624442208,0.015329006297609934,1.3851747620043713
0.7922900052105899,2.208447997407599,0.28771523506682245,16.951631206185112
1.096672605863734,2.994186591493812,0.2560778630361261,35.00948203170758
2.23800690796508,9.374628158392568,0.32263652937102105,272.3921351356456
2.8469704290142666,17.23548653446529,0.48546946785273803,611.9066506770413
-0.8281455654530131,0.4368586614168999,0.031688540740040586,6.022539555247478
-1.7704071643354242,0.170263649424437,0.017545506170044016,1.6522584207244253
1.0710951731315879,2.9185740942713716,0.17470199785288434,48.75774088699881
0.223819433550207,1.2508451383698294,0.07657185307831192,20.433272766472932
-2.8130339912663156,0.060022607787820884,0.006903848171136832,0.5218413493959164
0.7170055306594342,2.0482904750890976,0.23056516867222135,18.196564097264684
-0.04141213731188611,0.9594336300560415,0.16216686744333822,5.676331454106335
0.39948686262949257,1.491059383011226,0.08167813036094972,27.219747487373407
0.7024076684059175,2.018606997657169,0.2450006024974447,16.631690573222123
2.1390430884793155,8.491308309239836,0.11999052782033187,600.9000719667479
-0.49298283160056006,0.6108017554643831,0.13058324938992638,2.8570186928366677
0.21726598121637558,1.2426745862825468,0.07415903488449246,20.823357933362445
0.949014295012767,2.583162168152759,0.37540476234559156,17.774752630423105
0.16845159252625197,1.1834709366199363,0.10347843845880303,13.535220270855557
0.777681633663516,2.176420671619112,0.3181553557031817,14.88834575605925
0.5166732371339834,1.67644124005656,0.10739691977128756,26.16886254603504
0.24122810534312142,1.2728113372640721,0.12355044798886747,13.112446993425149
2.047649927665989,7.749667410467392,0.5610536638267344,107.04385131937646
0.24383472080102334,1.276133394753018,0.17199982667940064,9.46812838503226
0.04100224771076358,1.041854447330303,0.8182080681346418,1.3266316132723728
